experiment_id,dataset_size,extreme_value_ratio,repetition,final_weight,final_bias,training_iterations,convergence_status,converged,execution_time,dataset_mean,extreme_value_count,validation_passed,training_final_loss,training_final_mae,training_initial_loss,training_loss_improvement,training_initial_weight,training_final_weight,training_weight_change,training_weight_std,weight_deviation_from_mean,bias_deviation_from_mean,weight_deviation_from_expected,bias_deviation_from_expected,relative_execution_time
exp_10_25_05,10,0.25,5,2.091935873031616,0.4504172205924988,50,converged,True,2.972291946411133,4.999999999999999,2,True,0.05112577602267265,0.17613595724105835,141.1228485107422,141.07172273471951,1.302394151687622,2.091935873031616,0.7895417213439941,0.11884299665689468,0.055558190345764036,-0.31025724887847905,0.09193587303161621,-0.5495827794075012,0.9908732789881101
exp_10_25_06,10,0.25,6,2.0916762351989746,0.45056116580963135,50,converged,True,3.090492010116577,5.0,1,True,0.051766086369752884,0.17825299501419067,141.1976318359375,141.14586574956775,1.3062859773635864,2.0916762351989746,0.7853902578353882,0.11816219985485077,0.055298552513122434,-0.3101133036613465,0.09167623519897461,-0.5494388341903687,1.0302776466653276
exp_10_25_07,10,0.25,7,2.0793845653533936,0.47120240330696106,50,converged,True,3.055706262588501,4.999999999999999,1,True,0.07202325016260147,0.2324279099702835,160.5074005126953,160.4353772625327,1.4302648305892944,2.0793845653533936,0.6491197347640991,0.09598777443170547,0.04300688266754138,-0.2894720661640168,0.07938456535339355,-0.5287975966930389,1.0186811183509352
exp_10_25_08,10,0.25,8,2.075831413269043,0.4716966152191162,50,converged,True,3.009040117263794,4.978105062522798,3,True,0.08225007355213165,0.24966053664684296,155.6239776611328,155.54172758758068,1.5086777210235596,2.075831413269043,0.5671536922454834,0.08358819037675858,0.039453730583190794,-0.2889778542518616,0.07583141326904297,-0.5283033847808838,1.0031240205727507
exp_10_25_09,10,0.25,9,2.0812482833862305,0.46252718567848206,50,converged,True,3.0106163024902344,5.0,2,True,0.0728548988699913,0.24539652466773987,150.00201416015625,149.92915926128626,1.4428353309631348,2.0812482833862305,0.6384129524230957,0.09455273300409317,0.044870600700378294,-0.2981472837924958,0.08124828338623047,-0.5374728143215179,1.0036494736075718
exp_10_25_10,10,0.25,10,2.094268798828125,0.44241970777511597,50,converged,True,2.8767571449279785,5.0,2,True,0.04976488649845123,0.1539161056280136,134.07345581054688,134.02369092404842,1.307707667350769,2.094268798828125,0.786561131477356,0.11865982413291931,0.057891116142272825,-0.31825476169586187,0.094268798828125,-0.557580292224884,0.9590248321632983
exp_10_50_01,10,0.5,1,2.082456111907959,0.462421715259552,50,converged,True,2.9683094024658203,5.000000000000001,2,True,0.0695890337228775,0.20970973372459412,150.6730499267578,150.60346089303493,1.4172568321228027,2.082456111907959,0.6651992797851562,0.09869775176048279,0.052496933937072665,-0.3209840351343155,0.08245611190795898,-0.537578284740448,0.9895456178939263
exp_10_50_02,10,0.5,2,2.081885576248169,0.4577298164367676,50,converged,True,2.953742742538452,5.000000000000002,2,True,0.07440611720085144,0.2196156233549118,144.12484741210938,144.05044129490852,1.4585763216018677,2.081885576248169,0.6233092546463013,0.09234488755464554,0.051926398277282626,-0.32567593395709993,0.08188557624816895,-0.5422701835632324,0.9846895289409
exp_10_50_03,10,0.5,3,2.0817768573760986,0.4712890088558197,50,converged,True,3.0099148750305176,5.0,2,True,0.06546103954315186,0.2053336650133133,161.57028198242188,161.50482094287872,1.3767708539962769,2.0817768573760986,0.7050060033798218,0.10465709120035172,0.051817679405212314,-0.3121167415380478,0.08177685737609863,-0.5287109911441803,1.0034156386615056
exp_10_50_04,10,0.5,4,2.080744743347168,0.4693199694156647,50,converged,True,3.0679566860198975,5.0,2,True,0.06959737837314606,0.2239479124546051,158.67166137695312,158.60206399857998,1.411634922027588,2.080744743347168,0.6691098213195801,0.09912202507257462,0.05078556537628165,-0.31408578097820283,0.08074474334716797,-0.5306800305843353,1.0227650432995317
exp_10_50_05,10,0.5,5,2.0728800296783447,0.47569701075553894,50,converged,True,2.849486827850342,5.0,3,True,0.08650964498519897,0.23642969131469727,162.00100708007812,161.91449743509293,1.5583127737045288,2.0728800296783447,0.5145672559738159,0.07560820877552032,0.04292085170745841,-0.30770873963832857,0.07288002967834473,-0.5243029892444611,0.9499337236891156
exp_10_50_06,10,0.5,6,2.0763728618621826,0.4665174186229706,50,converged,True,3.044835090637207,5.000000000000001,3,True,0.0834897980093956,0.23278293013572693,151.19830322265625,151.11481342464685,1.5296415090560913,2.0763728618621826,0.5467313528060913,0.08054731786251068,0.0464136838912963,-0.3168883317708969,0.07637286186218262,-0.5334825813770294,1.0150569946134171
exp_10_50_07,10,0.5,7,2.0783021450042725,0.4650047719478607,50,converged,True,3.0566234588623047,5.000000000000001,2,True,0.07925590872764587,0.24129998683929443,150.96141052246094,150.8821546137333,1.493781566619873,2.0783021450042725,0.5845205783843994,0.08626692742109299,0.04834296703338614,-0.3184009784460068,0.07830214500427246,-0.5349952280521393,1.0189868841692618
exp_10_50_08,10,0.5,8,2.080428123474121,0.4666304588317871,50,converged,True,2.9752161502838135,5.0,2,True,0.07229489088058472,0.2365846186876297,154.92982482910156,154.85752993822098,1.435444951057434,2.080428123474121,0.644983172416687,0.09546370804309845,0.050468945503234774,-0.3167752915620804,0.0804281234741211,-0.5333695411682129,0.9918481211408977
exp_10_50_09,10,0.5,9,2.0833799839019775,0.4564685821533203,50,converged,True,3.001270055770874,5.0,2,True,0.07110880315303802,0.21461495757102966,143.71102905273438,143.63992024958134,1.4342591762542725,2.0833799839019775,0.6491208076477051,0.09635928273200989,0.05342080593109122,-0.3269371682405472,0.08337998390197754,-0.5435314178466797,1.0005337143551112
exp_10_50_10,10,0.5,10,2.0692672729492188,0.4844995141029358,50,converged,True,2.981274127960205,4.999999999999999,3,True,0.08995544165372849,0.2591899037361145,173.3423614501953,173.25240600854158,1.59817373752594,2.0692672729492188,0.4710935354232788,0.06910292059183121,0.03930809497833243,-0.2989062362909317,0.06926727294921875,-0.5155004858970642,0.9938676697964364
exp_10_75_01,10,0.75,1,2.0590529441833496,0.5038015842437744,50,converged,True,2.9177682399749756,5.0,4,True,0.10277332365512848,0.2704980969429016,200.2791748046875,200.17640148103237,1.788712978363037,2.0590529441833496,0.2703399658203125,0.04047245904803276,0.034384217262267924,-0.2993747389316559,0.05905294418334961,-0.4961984157562256,0.9726967052352479
exp_10_75_02,10,0.75,2,2.057823657989502,0.5060619711875916,50,converged,True,3.0056307315826416,4.973227402507277,5,True,0.10507844388484955,0.26540422439575195,198.97805786132812,198.87297941744328,1.8104238510131836,2.057823657989502,0.24739980697631836,0.037348274141550064,0.03315493106842027,-0.29711435198783875,0.05782365798950195,-0.49393802881240845,1.001987433309411
exp_10_75_03,10,0.75,3,2.0674076080322266,0.4794119596481323,50,converged,True,2.9354794025421143,5.000000000000001,3,False,0.09854070842266083,0.2525803744792938,160.6272430419922,160.52870233356953,1.6808277368545532,2.0674076080322266,0.38657987117767334,0.0569593571126461,0.04273888111114488,-0.323764363527298,0.06740760803222656,-0.5205880403518677,0.9786010773642314
exp_10_75_04,10,0.75,4,2.0638177394866943,0.49331122636795044,50,converged,True,3.1389431953430176,4.999999999999999,4,True,0.09800872951745987,0.2546766400337219,183.57839965820312,183.48039092868567,1.700053095817566,2.0638177394866943,0.3637646436691284,0.05359746515750885,0.03914901256561265,-0.30986509680747987,0.06381773948669434,-0.5066887736320496,1.046429823383416
exp_10_75_05,10,0.75,5,2.069490432739258,0.4847784638404846,50,converged,True,3.2782535552978516,5.0,3,False,0.08916831016540527,0.24137628078460693,174.11753845214844,174.02837014198303,1.5903337001800537,2.069490432739258,0.4791567325592041,0.0702759325504303,0.04482170581817613,-0.3183978593349457,0.06949043273925781,-0.5152215361595154,1.0928717327430044
exp_10_75_06,10,0.75,6,2.0616815090179443,0.4944516122341156,50,converged,True,2.8447909355163574,4.995125680170968,3,True,0.10290324687957764,0.2712697386741638,181.45394897460938,181.3510457277298,1.7579768896102905,2.0616815090179443,0.3037046194076538,0.04516125097870827,0.03701278209686265,-0.3087247109413147,0.061681509017944336,-0.5055483877658844,0.9483682535675252
exp_10_75_07,10,0.75,7,2.0661139488220215,0.4861498177051544,50,converged,True,2.9801948070526123,4.999999999999999,3,True,0.09711875021457672,0.2564206123352051,172.0687713623047,171.9716526120901,1.6762681007385254,2.0661139488220215,0.3898458480834961,0.05736507475376129,0.0414452219009398,-0.3170265054702759,0.06611394882202148,-0.5138501822948456,0.9935078564718811
exp_10_75_08,10,0.75,8,2.0662660598754883,0.48393309116363525,50,converged,True,2.921428680419922,5.000000000000001,3,True,0.09831131994724274,0.2641756534576416,167.74195861816406,167.64364729821682,1.6854593753814697,2.0662660598754883,0.38080668449401855,0.05609545111656189,0.041597332954406596,-0.31924323201179505,0.06626605987548828,-0.5160669088363647,0.9739169866516155
exp_10_75_09,10,0.75,9,2.06618070602417,0.4931351840496063,50,converged,True,2.868046760559082,5.000000000000001,4,False,0.09198211133480072,0.22015419602394104,186.46531677246094,186.37333466112614,1.6308269500732422,2.06618070602417,0.43535375595092773,0.06382455676794052,0.04151197910308824,-0.310041139125824,0.06618070602416992,-0.5068648159503937,0.956121050409532
exp_10_75_10,10,0.75,10,2.073652505874634,0.47829344868659973,50,converged,True,2.982318162918091,5.0,3,False,0.08261711895465851,0.21320918202400208,167.07791137695312,166.99529425799847,1.5224143266677856,2.073652505874634,0.5512381792068481,0.08101295679807663,0.048983778953552104,-0.3248828744888306,0.07365250587463379,-0.5217065513134003,0.9942157198402242
exp_10_100_01,10,1.0,1,2.0542678833007812,0.5111876130104065,50,converged,True,2.9831907749176025,5.0,5,True,0.10955467075109482,0.24728676676750183,210.44619750976562,210.33664283901453,1.9157675504684448,2.0542678833007812,0.13850033283233643,0.022747661918401718,0.0332645273208616,-0.3009318804740906,0.05426788330078125,-0.4888123869895935,0.9945066225943378
exp_10_100_02,10,1.0,2,2.0565989017486572,0.5048602819442749,50,converged,True,3.019716262817383,5.0,5,True,0.10826180130243301,0.2494123876094818,197.75401306152344,197.645751260221,1.8667395114898682,2.0565989017486572,0.18985939025878906,0.029532311484217644,0.03559554576873758,-0.3072592115402222,0.05659890174865723,-0.4951397180557251,1.0066831283395408
exp_10_100_03,10,1.0,3,2.0570311546325684,0.5044119358062744,50,converged,True,2.8571650981903076,4.999999999999998,5,True,0.10748632252216339,0.2493511140346527,197.56631469726562,197.45882837474346,1.8542283773422241,2.0570311546325684,0.20280277729034424,0.031268589198589325,0.03602779865264871,-0.30770755767822267,0.05703115463256836,-0.4955880641937256,0.9524934294804345
exp_10_100_04,10,1.0,4,2.057279348373413,0.49828633666038513,50,converged,True,3.0996296405792236,5.0,5,True,0.11133898794651031,0.2528955340385437,181.1694793701172,181.05814038217068,1.879551887512207,2.057279348373413,0.17772746086120605,0.02796029858291149,0.03627599239349344,-0.31383315682411195,0.057279348373413086,-0.5017136633396149,1.0333238594943321
exp_10_100_05,10,1.0,5,2.0517327785491943,0.512134850025177,50,converged,True,2.870957612991333,5.000000000000002,5,True,0.11523206532001495,0.24817562103271484,205.78515625,205.66992418467999,2.0062530040740967,2.0517327785491943,0.045479774475097656,0.011895096860826015,0.03072942256927469,-0.2999846434593201,0.051732778549194336,-0.487865149974823,0.9570914415912184
exp_10_100_06,10,1.0,6,2.057882785797119,0.4997203052043915,50,converged,True,2.969836473464966,5.0,5,True,0.10872989892959595,0.2516290843486786,186.81216430664062,186.70343440771103,1.851553201675415,2.057882785797119,0.2063295841217041,0.03177079185843468,0.036879429817199494,-0.3123991882801056,0.05788278579711914,-0.5002796947956085,0.990054697713625
exp_10_100_07,10,1.0,7,2.057049036026001,0.5084254145622253,50,converged,True,3.0131163597106934,5.0,5,True,0.10454022884368896,0.24724224209785461,208.7532958984375,208.6487556695938,1.8305937051773071,2.057049036026001,0.22645533084869385,0.034440044313669205,0.03604568004608133,-0.30369407892227174,0.05704903602600098,-0.49157458543777466,1.0044829179462698
exp_10_100_08,10,1.0,8,2.0534162521362305,0.5110969543457031,50,converged,True,2.918694496154785,4.9899354503695195,5,True,0.11203918606042862,0.24777336418628693,205.8422088623047,205.73016967624426,1.9447005987167358,2.0534162521362305,0.10871565341949463,0.019009742885828018,0.03241289615631082,-0.30102253913879395,0.05341625213623047,-0.4889030456542969,0.973005491355393
exp_10_100_09,10,1.0,9,2.053302526473999,0.5122328996658325,50,converged,True,3.039721965789795,4.999999999999998,5,True,0.11121837049722672,0.24736197292804718,211.0887908935547,210.97757252305746,1.9462970495224,2.053302526473999,0.10700547695159912,0.0187697671353817,0.03229917049407938,-0.29988659381866456,0.05330252647399902,-0.4877671003341675,1.0133524316449147
exp_10_100_10,10,1.0,10,2.054462194442749,0.5076935887336731,50,converged,True,2.95143723487854,4.999999999999999,5,True,0.1116165742278099,0.24916735291481018,200.2576446533203,200.1460280790925,1.9272620677947998,2.054462194442749,0.12720012664794922,0.021332373842597008,0.03345883846282938,-0.304425904750824,0.05446219444274902,-0.4923064112663269,0.9839209416096765
exp_50_00_01,50,0.0,1,2.0806612968444824,0.5237061977386475,50,converged,True,3.0132627487182617,4.999999999999999,6,True,0.035103920847177505,0.1612367182970047,96.71267700195312,96.67757308110595,1.7879688739776611,2.0806612968444824,0.2926924228668213,0.04343816637992859,0.03414912223815936,-0.19598427414894104,0.08066129684448242,-0.47629380226135254,0.9758910916864557
exp_50_00_02,50,0.0,2,2.074150562286377,0.55026775598526,50,converged,True,3.0895450115203857,5.000000000000001,8,True,0.03714384883642197,0.1633685678243637,98.60624694824219,98.56910309940577,1.8052783012390137,2.074150562286377,0.2688722610473633,0.040803439915180206,0.02763838768005389,-0.1694227159023285,0.07415056228637695,-0.44973224401474,1.0005962657553096
exp_50_00_03,50,0.0,3,2.07899808883667,0.5241124033927917,50,converged,True,3.195183038711548,5.000000000000001,6,True,0.03964158520102501,0.1695740818977356,93.13319396972656,93.09355238452554,1.8234965801239014,2.07899808883667,0.25550150871276855,0.038488615304231644,0.03248591423034686,-0.19557806849479675,0.07899808883666992,-0.47588759660720825,1.034808751779981
exp_50_00_04,50,0.0,4,2.0764670372009277,0.520722508430481,50,converged,True,3.1408514976501465,5.000000000000001,7,True,0.03870488703250885,0.15660829842090607,93.26183319091797,93.22312830388546,1.8671107292175293,2.0764670372009277,0.20935630798339844,0.031667474657297134,0.02995486259460467,-0.19896796345710754,0.07646703720092773,-0.47927749156951904,1.0172126536826704
exp_50_00_05,50,0.0,5,2.0700912475585938,0.5487351417541504,50,converged,True,3.116870164871216,4.999999999999999,8,True,0.03828343003988266,0.16441971063613892,96.49441528320312,96.45613185316324,1.8562946319580078,2.0700912475585938,0.21379661560058594,0.032794289290905,0.023579072952270685,-0.1709553301334381,0.07009124755859375,-0.4512648582458496,1.0094459333607597
exp_50_00_06,50,0.0,6,2.076023578643799,0.5526881217956543,50,converged,True,3.082746982574463,5.000000000000001,10,True,0.039609163999557495,0.16696760058403015,112.70618438720703,112.66657522320747,1.7941358089447021,2.076023578643799,0.2818877696990967,0.0425693579018116,0.029511404037475764,-0.1670023500919342,0.07602357864379883,-0.4473118782043457,0.9983946204151631
exp_50_00_07,50,0.0,7,2.079014778137207,0.545657217502594,50,converged,True,3.1526026725769043,5.000000000000001,6,True,0.04121432453393936,0.17567339539527893,110.41360473632812,110.37239041179419,1.7976441383361816,2.079014778137207,0.2813706398010254,0.0426526740193367,0.03250260353088397,-0.1740332543849945,0.07901477813720703,-0.454342782497406,1.0210184508813218
exp_50_00_08,50,0.0,8,2.075410842895508,0.536754846572876,50,converged,True,3.0378429889678955,4.999999999999999,6,True,0.04109551012516022,0.17434844374656677,97.8252182006836,97.78412269055843,1.8382710218429565,2.075410842895508,0.23713982105255127,0.036102138459682465,0.028898668289184748,-0.18293562531471252,0.07541084289550781,-0.463245153427124,0.9838517773257462
exp_50_00_09,50,0.0,9,2.0728414058685303,0.5475112199783325,50,converged,True,2.9826529026031494,5.000000000000001,7,True,0.03890281543135643,0.15808413922786713,93.36177825927734,93.32287544384599,1.8292346000671387,2.0728414058685303,0.2436068058013916,0.03732634335756302,0.02632923126220721,-0.17217925190925598,0.07284140586853027,-0.4524887800216675,0.9659776262396281
exp_50_00_10,50,0.0,10,2.0746209621429443,0.5383660197257996,50,converged,True,3.0622520446777344,5.0,7,True,0.04136945307254791,0.16925595700740814,94.54705047607422,94.50568102300167,1.8431339263916016,2.0746209621429443,0.23148703575134277,0.03547888621687889,0.02810878753662127,-0.18132445216178894,0.07462096214294434,-0.46163398027420044,0.991757022241359
exp_50_25_01,50,0.25,1,2.0543503761291504,0.6154076457023621,50,converged,True,3.1323955059051514,4.999999999999999,14,True,0.04243208095431328,0.16384319961071014,110.45399475097656,110.41156267002225,1.9137681722640991,2.0543503761291504,0.14058220386505127,0.025017263367772102,0.017972693443298215,-0.14526682376861577,0.05435037612915039,-0.38459235429763794,1.0144740518070707
exp_50_25_02,50,0.25,2,2.0609936714172363,0.5989699959754944,50,converged,True,3.468383550643921,4.999999999999999,10,True,0.04220343753695488,0.16924329102039337,106.32061767578125,106.2784142382443,1.8889826536178589,2.0609936714172363,0.17201101779937744,0.029243256896734238,0.024615988731384153,-0.16170447349548345,0.06099367141723633,-0.4010300040245056,1.1232889037190679
exp_50_25_03,50,0.25,3,2.067338705062866,0.561790943145752,50,converged,True,3.194640874862671,5.0,8,True,0.04581248760223389,0.17409290373325348,103.05242919921875,103.00661671161652,1.8973278999328613,2.067338705062866,0.17001080513000488,0.027623657137155533,0.030961022377014036,-0.19888352632522588,0.06733870506286621,-0.43820905685424805,1.0346331637498372
exp_50_25_04,50,0.25,4,2.0637965202331543,0.5803436040878296,50,converged,True,3.0260157585144043,5.000000000000002,11,True,0.04411106929183006,0.16911090910434723,103.47335052490234,103.42923945561051,1.8841074705123901,2.0637965202331543,0.17968904972076416,0.029499990865588188,0.027418837547302122,-0.18033086538314824,0.0637965202331543,-0.4196563959121704,0.9800213483849596
exp_50_25_05,50,0.25,5,2.0642049312591553,0.5662861466407776,50,converged,True,2.96086049079895,5.000000000000001,10,True,0.04239248111844063,0.16478094458580017,98.54955291748047,98.50716043636203,1.9074757099151611,2.0642049312591553,0.15672922134399414,0.025607679039239883,0.0278272485733031,-0.19438832283020024,0.06420493125915527,-0.4337138533592224,0.958919821355163
exp_50_25_06,50,0.25,6,2.067593574523926,0.5711091160774231,50,converged,True,3.2820444107055664,5.0,7,True,0.044552162289619446,0.1811791956424713,105.01953887939453,104.97498671710491,1.866806983947754,2.067593574523926,0.20078659057617188,0.0322241447865963,0.031215891838073606,-0.18956535339355474,0.06759357452392578,-0.4288908839225769,1.0629401316859264
exp_50_25_07,50,0.25,7,2.0537919998168945,0.609390139579773,50,converged,True,3.1719133853912354,4.99498506030237,13,True,0.04464003071188927,0.17646078765392303,105.9135513305664,105.86891129985452,1.945411205291748,2.0537919998168945,0.10838079452514648,0.020828142762184143,0.017414317131042356,-0.15128432989120488,0.05379199981689453,-0.39060986042022705,1.027272519703444
exp_50_25_08,50,0.25,8,2.057058334350586,0.594237744808197,50,converged,True,3.040031909942627,5.000000000000001,11,True,0.04500894621014595,0.17839618027210236,103.46643829345703,103.42142934724689,1.9438865184783936,2.057058334350586,0.11317181587219238,0.02095196768641472,0.020680651664733762,-0.1664367246627808,0.05705833435058594,-0.405762255191803,0.9845606927631918
exp_50_25_09,50,0.25,9,2.0569589138031006,0.6072178483009338,50,converged,True,2.9615800380706787,4.998104240220092,11,True,0.043248146772384644,0.17769938707351685,120.1854476928711,120.14219954609871,1.908268928527832,2.0569589138031006,0.14868998527526855,0.02558840624988079,0.02058123111724841,-0.153456621170044,0.056958913803100586,-0.39278215169906616,0.9591528577117919
exp_50_25_10,50,0.25,10,2.061830759048462,0.5885021090507507,50,converged,True,3.223358154296875,4.999999999999999,10,True,0.040725480765104294,0.1623346209526062,102.82435607910156,102.78363059833646,1.868614912033081,2.061830759048462,0.19321584701538086,0.031234227120876312,0.02545307636260974,-0.1721723604202271,0.061830759048461914,-0.41149789094924927,1.0439336926165055
exp_50_50_01,50,0.5,1,2.0490920543670654,0.6234079003334045,50,converged,True,3.0764217376708984,4.9993257788048675,19,True,0.05102447420358658,0.18860791623592377,111.89860534667969,111.8475808724761,2.038639545440674,2.0490920543670654,0.010452508926391602,0.012979619204998016,0.01913287639617911,-0.15999785006046296,0.04909205436706543,-0.37659209966659546,0.9963460933968176
exp_50_50_02,50,0.5,2,2.0534937381744385,0.6208348274230957,50,converged,True,3.0660104751586914,4.999999999999999,16,False,0.045645952224731445,0.17152710258960724,115.17857360839844,115.1329276561737,1.9445542097091675,2.0534937381744385,0.108939528465271,0.02187245711684227,0.023534560203552157,-0.1625709229707718,0.05349373817443848,-0.3791651725769043,0.9929742472665078
exp_50_50_03,50,0.5,3,2.051729440689087,0.6257664561271667,50,converged,True,3.089063882827759,5.0,17,True,0.04987471178174019,0.1858481615781784,113.56934356689453,113.51946885511279,1.9886877536773682,2.051729440689087,0.06304168701171875,0.017885172739624977,0.021770262718200595,-0.15763929426670076,0.051729440689086914,-0.37423354387283325,1.0004404448912683
exp_50_50_04,50,0.5,4,2.0517547130584717,0.6343342661857605,50,converged,True,3.1821963787078857,5.0,15,True,0.04487340897321701,0.18203148245811462,127.1349868774414,127.09011346846819,1.9642277956008911,2.0517547130584717,0.08752691745758057,0.02013789676129818,0.02179553508758536,-0.149071484208107,0.05175471305847168,-0.3656657338142395,1.0306028238987417
exp_50_50_05,50,0.5,5,2.045180320739746,0.6631600260734558,50,converged,True,3.007232189178467,4.999999999999999,17,True,0.03964480012655258,0.1674828678369522,140.49856567382812,140.45892087370157,1.9851047992706299,2.045180320739746,0.06007552146911621,0.01759626716375351,0.015221142768859774,-0.1202457243204117,0.045180320739746094,-0.3368399739265442,0.9739380030169482
exp_50_50_06,50,0.5,6,2.0518198013305664,0.6181864142417908,50,converged,True,2.9756903648376465,4.999586033191639,14,True,0.048056308180093765,0.18880712985992432,111.63957977294922,111.59152346476912,1.980690836906433,2.0518198013305664,0.0711289644241333,0.017415374517440796,0.021860623359680087,-0.16521933615207673,0.051819801330566406,-0.38181358575820923,0.9637227022095962
exp_50_50_07,50,0.5,7,2.0531232357025146,0.6233996748924255,50,converged,True,3.0401949882507324,4.993116764071511,15,True,0.05037849396467209,0.19588612020015717,121.70870971679688,121.6583312228322,1.978824257850647,2.0531232357025146,0.07429897785186768,0.018736787140369415,0.02316405773162833,-0.16000607550144197,0.05312323570251465,-0.37660032510757446,0.9846135081601216
